title,reference,term_id,date,id,created_at,updated_at
Discharge 2017: European Foundation for the Improvement of Living and Working Conditions (Eurofound),A8-0143/2019,2,2019-03-26,325,2021-08-19 15:11:04,2021-08-19 15:11:04
"Discharge 2017: European Union's Judicial Cooperation Unit (Eurojust)",A8-0155/2019,2,2019-03-26,326,2021-08-19 15:11:05,2021-08-19 15:11:05
Discharge 2017: European Police Office (Europol),A8-0154/2019,2,2019-03-26,327,2021-08-19 15:11:06,2021-08-19 15:11:06
Discharge 2017: European Union Agency for Fundamental Rights (FRA),A8-0136/2019,2,2019-03-26,328,2021-08-19 15:11:07,2021-08-19 15:11:07
Discharge 2017: European Border and Coast Guard Agency (Frontex),A8-0153/2019,2,2019-03-26,329,2021-08-19 15:11:08,2021-08-19 15:11:08
Discharge 2017: European GNSS Agency (GSA),A8-0142/2019,2,2019-03-26,330,2021-08-19 15:11:09,2021-08-19 15:11:09
Discharge 2017: Bio-based Industries Joint Undertaking (BBI),A8-0103/2019,2,2019-03-26,331,2021-08-19 15:11:10,2021-08-19 15:11:10
Discharge 2017: Clean Sky 2 Joint Undertaking,A8-0095/2019,2,2019-03-26,332,2021-08-19 15:11:11,2021-08-19 15:11:11
Discharge 2017: Electronic Components and Systems for European Leadership Joint undertaking (ECSEL),A8-0102/2019,2,2019-03-26,333,2021-08-19 15:11:11,2021-08-19 15:11:11
Discharge 2017: Fuel Cells and Hydrogen 2 Joint Undertaking (FCH2),A8-0105/2019,2,2019-03-26,334,2021-08-19 15:11:12,2021-08-19 15:11:12
Discharge 2017: Innovative Medicines Initiative 2 Joint Undertaking (IMI),A8-0104/2019,2,2019-03-26,335,2021-08-19 15:11:12,2021-08-19 15:11:12
Discharge 2017: ITER and the Development of Fusion Energy Joint Undertaking,A8-0126/2019,2,2019-03-26,336,2021-08-19 15:11:13,2021-08-19 15:11:13
Discharge 2017: SESAR Joint Undertaking,A8-0118/2019,2,2019-03-26,337,2021-08-19 15:11:14,2021-08-19 15:11:14
Discharge 2017: Shift2Rail Joint Undertaking,A8-0163/2019,2,2019-03-26,338,2021-08-19 15:11:15,2021-08-19 15:11:15
Agreement for co-operation in dealing with pollution of the North Sea by oil and other harmful substances (Bonn Agreement): extension of its material and geographical scope of application ***,A9-0268/2020,1,2021-01-19,339,2021-08-25 09:09:00,2021-08-25 09:09:00
Exemption of certain third country spot foreign exchange benchmarks and the designation of replacements for certain benchmarks in cessation ***I,A9-0227/2020,1,2021-01-19,340,2021-08-25 09:09:01,2021-08-25 09:09:01
Technical Support Instrument ***I,A9-0173/2020,1,2021-01-19,341,2021-08-25 09:09:02,2021-08-25 09:09:02
"Exercise of the Union's rights for the application and enforcement of international trade rules ***I",A9-0133/2020,1,2021-01-19,342,2021-08-25 09:09:03,2021-08-25 09:09:03
European Arrest Warrant and surrender procedures between Member States,A9-0248/2020,1,2021-01-19,343,2021-08-25 09:09:05,2021-08-25 09:09:05
Strengthening the single market: the future of free movement of services,A9-0250/2020,1,2021-01-19,344,2021-08-25 09:09:06,2021-08-25 09:09:06
Achieving an effective policy legacy for the European Year of Cultural Heritage,A9-0210/2020,1,2021-01-19,345,2021-08-25 09:09:07,2021-08-25 09:09:07
Artificial Intelligence: questions of interpretation and application of international law,A9-0001/2021,1,2021-01-19,346,2021-08-25 09:09:08,2021-08-25 09:09:08
Revision of the Trans-European Transport Network (TEN-T) guidelines,A9-0251/2020,1,2021-01-19,347,2021-08-25 09:09:09,2021-08-25 09:09:09
"Monitoring the application of EU law 2017, 2018 and 2019",A9-0270/2020,1,2021-01-19,348,2021-08-25 09:09:10,2021-08-25 09:09:10
Implementation of the Common Foreign and Security Policy - annual report 2020,A9-0266/2020,1,2021-01-19,349,2021-08-25 09:09:11,2021-08-25 09:09:11
Implementation of the Common Security and Defence Policy - annual report 2020,A9-0265/2020,1,2021-01-19,350,2021-08-25 09:09:12,2021-08-25 09:09:12
Human Rights and Democracy in the World and the EU policy on the matter - annual report 2019,A9-0259/2020,1,2021-01-19,351,2021-08-25 09:09:14,2021-08-25 09:09:14
FEAD: specific measures to address the COVID-19 crisis ***I,A9-0174/2020,1,2021-01-19,352,2021-08-25 09:09:15,2021-08-25 09:09:15
Connectivity and EU-Asia relations,A9-0269/2020,1,2021-01-19,353,2021-08-25 09:09:16,2021-08-25 09:09:16
Measures to promote recovery of fish stock above MSY,A9-0264/2020,1,2021-01-19,354,2021-08-25 09:09:17,2021-08-25 09:09:17
The arrest of Alexei Navalny,B9-0090/2021,1,2021-01-19,355,2021-08-25 09:09:18,2021-08-25 09:09:18
The latest developments in the National Assembly of Venezuela,B9-0056/2021,1,2021-01-19,356,2021-08-25 09:09:19,2021-08-25 09:09:19
Decent and affordable housing for all,A9-0247/2020,1,2021-01-19,357,2021-08-25 09:09:20,2021-08-25 09:09:20
The right to disconnect,A9-0246/2020,1,2021-01-19,358,2021-08-25 09:09:21,2021-08-25 09:09:21
Reforming the EU list of tax havens,B9-0052/2021,1,2021-01-19,359,2021-08-25 09:09:22,2021-08-25 09:09:22
Mitigating the consequences of earthquakes in Croatia,B9-0057/2021,1,2021-01-19,360,2021-08-25 09:09:23,2021-08-25 09:09:23
The gender perspective in the COVID-19 crisis and post-crisis period,A9-0229/2020,1,2021-01-19,361,2021-08-25 09:09:24,2021-08-25 09:09:24
The EU Strategy for Gender Equality,A9-0234/2020,1,2021-01-19,362,2021-08-25 09:09:25,2021-08-25 09:09:25
Closing the digital gender gap: women’s participation in the digital economy,A9-0232/2020,1,2021-01-19,363,2021-08-25 09:09:27,2021-08-25 09:09:27
The crackdown on the democratic opposition in Hong Kong,B9-0066/2021,1,2021-01-19,364,2021-08-25 09:09:28,2021-08-25 09:09:28
"Human rights situation in Turkey, notably the case of Selahattin Demirtaş and other prisoners of conscience",B9-0072/2021,1,2021-01-19,365,2021-08-25 09:09:29,2021-08-25 09:09:29
"Human rights situation in Vietnam, in particular the case of human rights journalists Pham Chi Dung, Nguyen Tuong Thuy and Le Huu Minh Tuan",B9-0075/2021,1,2021-01-19,366,2021-08-25 09:09:30,2021-08-25 09:09:30
InvestEU programme ***I,A9-0203/2020,1,2021-03-08,367,2021-08-25 10:45:56,2021-08-25 10:45:56
Programme for the Union’s action in the field of health for the period 2021-2027 (‘EU4Health programme’) ***I,A9-0196/2020,1,2021-03-08,368,2021-08-25 10:45:58,2021-08-25 10:45:58
A WTO-compatible EU carbon border adjustment mechanism,A9-0019/2021,1,2021-03-08,369,2021-08-25 10:45:59,2021-08-25 10:45:59
Administrative cooperation in the field of taxation *,A9-0015/2021,1,2021-03-08,370,2021-08-25 10:46:00,2021-08-25 10:46:00
Corporate due diligence and corporate accountability,A9-0018/2021,1,2021-03-08,371,2021-08-25 10:46:02,2021-08-25 10:46:02
Implementation of the Construction Products Regulation,A9-0012/2021,1,2021-03-08,372,2021-08-25 10:46:03,2021-08-25 10:46:03
Equal treatment in employment and occupation in light of the UNCRPD,A9-0014/2021,1,2021-03-08,373,2021-08-25 10:46:04,2021-08-25 10:46:04
Fisheries control ***I,A9-0016/2021,1,2021-03-08,374,2021-08-25 10:46:06,2021-08-25 10:46:06
Equivalence of forest reproductive material produced in the UK ***I,C9-0430/2020,1,2021-03-08,375,2021-08-25 10:46:08,2021-08-25 10:46:08
Equivalence of field inspections and equivalence of checks on practices for the maintenance of varieties of agricultural plant species carried out in the UK ***I,C9-0431/2020,1,2021-03-08,376,2021-08-25 10:46:09,2021-08-25 10:46:09
"Objection pursuant to Rule 112(2) and (3): Active substances, including dimoxystrobin",B9-0162/2021,1,2021-03-08,377,2021-08-25 10:46:10,2021-08-25 10:46:10
Objection pursuant to Rule 112(2) and (3): Genetically modified cotton GHB614 × T304-40 × GHB119,B9-0160/2021,1,2021-03-08,378,2021-08-25 10:46:11,2021-08-25 10:46:11
Objection pursuant to Rule 112(2) and (3): Genetically modified maize MZIR098 (SYN-ØØØ98-3),B9-0161/2021,1,2021-03-08,379,2021-08-25 10:46:12,2021-08-25 10:46:12
Activities of the European Ombudsman – annual report 2019,A9-0013/2021,1,2021-03-08,380,2021-08-25 10:46:13,2021-08-25 10:46:13
European Semester: annual sustainable growth strategy 2021,A9-0036/2021,1,2021-03-08,381,2021-08-25 10:46:14,2021-08-25 10:46:14
European Semester: employment and social aspects in the annual sustainable growth strategy 2021,A9-0026/2021,1,2021-03-08,382,2021-08-25 10:46:16,2021-08-25 10:46:16
Situation in eastern Democratic Republic of Congo and the assassination of the Italian Ambassador Luca Attanasio and his entourage,B9-0173/2021,1,2021-03-08,383,2021-08-25 10:46:17,2021-08-25 10:46:17
"The human rights situation in the Kingdom of Bahrain, in particular the cases of death row inmates and human rights defenders",B9-0190/2021,1,2021-03-08,384,2021-08-25 10:46:19,2021-08-25 10:46:19
The mass trials against the opposition and civil society in Cambodia,B9-0182/2021,1,2021-03-08,385,2021-08-25 10:46:20,2021-08-25 10:46:20
The Syrian conflict – 10 years after the uprising,B9-0175/2021,1,2021-03-08,386,2021-08-25 10:46:21,2021-08-25 10:46:21
Declaration of the EU as an LGBTIQ Freedom Zone,B9-0166/2021,1,2021-03-08,387,2021-08-25 10:46:23,2021-08-25 10:46:23
Children’s rights,B9-0164/2021,1,2021-03-08,388,2021-08-25 10:46:24,2021-08-25 10:46:24
Conservation and enforcement measures applicable in the Regulatory Area of the Northwest Atlantic Fisheries Organisation (NAFO) ***I,A9-0220/2020,1,2021-06-23,389,2021-08-25 11:42:01,2021-08-25 11:42:01
Cross-border payments in the Union (codification) ***I,A9-0202/2021,1,2021-06-23,390,2021-08-25 11:42:02,2021-08-25 11:42:02
Regulations and general conditions governing the performance of the Ombudsman’s duties ***,A9-0174/2021,1,2021-06-23,391,2021-08-25 11:42:03,2021-08-25 11:42:03
"EU/Thailand Agreement: modification of concessions on all the tariff-rate quotas included in the EU Schedule CLXXV as a consequence of the United Kingdom's withdrawal from the European Union ***",A9-0180/2021,1,2021-06-23,392,2021-08-25 11:42:04,2021-08-25 11:42:04
"EU/Indonesia Agreement: modification of concessions on all the tariff-rate quotas included in the EU Schedule CLXXV as a consequence of the United Kingdom's withdrawal from the European Union ***",A9-0182/2021,1,2021-06-23,393,2021-08-25 11:42:05,2021-08-25 11:42:05
"EU/Argentina Agreement: modification of concessions on all the tariff-rate quotas included in the EU Schedule CLXXV as a consequence of the United Kingdom's withdrawal from the European Union ***",A9-0175/2021,1,2021-06-23,394,2021-08-25 11:42:06,2021-08-25 11:42:06
Challenges and opportunities for the fishing sector in the Black Sea,A9-0170/2021,1,2021-06-23,395,2021-08-25 11:42:07,2021-08-25 11:42:07
"The role of the EU's development cooperation and humanitarian assistance in addressing the consequences of the COVID-19 pandemic",A9-0151/2021,1,2021-06-23,396,2021-08-25 11:42:07,2021-08-25 11:42:07
European Climate Law ***I,A9-0162/2020,1,2021-06-23,397,2021-08-25 11:42:08,2021-08-25 11:42:08
European High Performance Computing Joint Undertaking *,A9-0177/2021,1,2021-06-23,398,2021-08-25 11:42:10,2021-08-25 11:42:10
Public sector loan facility under the Just Transition Mechanism ***I,A9-0195/2020,1,2021-06-23,399,2021-08-25 11:42:11,2021-08-25 11:42:11
Official controls on animals and products of animal origin in order to ensure compliance with the prohibition of certain uses of antimicrobials ***I,A9-0195/2021,1,2021-06-23,400,2021-08-25 11:42:12,2021-08-25 11:42:12
Commission’s 2020 Rule of law report,A9-0199/2021,1,2021-06-23,401,2021-08-25 11:42:12,2021-08-25 11:42:12
"Sexual and reproductive health and rights in the EU, in the frame of women’s health",A9-0169/2021,1,2021-06-23,402,2021-08-25 11:42:13,2021-08-25 11:42:13
25th anniversary of the International Conference on Population and Development (ICPD25) (Nairobi Summit),B9-0365/2021,1,2021-06-23,403,2021-08-25 11:42:14,2021-08-25 11:42:14
"Regulatory fitness, subsidiarity and proportionality - report on Better Law Making 2017, 2018 and 2019",A9-0191/2021,1,2021-06-23,404,2021-08-25 11:42:16,2021-08-25 11:42:16
2019-2020 Reports on Bosnia and Herzegovina,A9-0185/2021,1,2021-06-23,405,2021-08-25 11:42:17,2021-08-25 11:42:17
Use of technologies for the processing of data for the purpose of combating online child sexual abuse (temporary derogation from Directive 2002/58/EC) ***I,A9-0258/2020,1,2021-07-06,406,2021-08-25 11:42:54,2021-08-25 11:42:54
Recognition of third countries’ certificates in inland navigation ***I,A9-0210/2021,1,2021-07-06,407,2021-08-25 11:42:55,2021-08-25 11:42:55
Draft amending budget No 3/2021: surplus of the financial year 2020,A9-0218/2021,1,2021-07-06,408,2021-08-25 11:42:56,2021-08-25 11:42:56
European Union Agency for Fundamental Rights ***,A9-0227/2021,1,2021-07-06,409,2021-08-25 11:42:57,2021-08-25 11:42:57
Interbus agreement: Protocol on international regular and special regular carriage of passengers by coach and bus ***,A9-0176/2021,1,2021-07-06,410,2021-08-25 11:42:58,2021-08-25 11:42:58
Internal Security Fund ***II,A9-0221/2021,1,2021-07-06,411,2021-08-25 11:42:59,2021-08-25 11:42:59
"European Maritime, Fisheries and Aquaculture Fund ***II",A9-0222/2021,1,2021-07-06,412,2021-08-25 11:43:00,2021-08-25 11:43:00
Railway safety and signalling: assessing the state of play of the ERTMS deployment,A9-0181/2021,1,2021-07-06,413,2021-08-25 11:43:02,2021-08-25 11:43:02
Trade-related aspects and implications of COVID-19,A9-0190/2021,1,2021-07-06,414,2021-08-25 11:43:03,2021-08-25 11:43:03
Common system of value added tax: conferral of implementing powers to the Commission to determine the meaning of the terms used in certain provisions *,A9-0201/2021,1,2021-07-06,415,2021-08-25 11:43:04,2021-08-25 11:43:04
Amendments to Parliament’s Rules of Procedure,A9-0214/2021,1,2021-07-06,416,2021-08-25 11:43:05,2021-08-25 11:43:05
Financial Activities of the European Investment Bank – annual report 2020,A9-0200/2021,1,2021-07-06,417,2021-08-25 11:43:06,2021-08-25 11:43:06
Control of the financial activities of the European Investment Bank – annual report 2019,A9-0215/2021,1,2021-07-06,418,2021-08-25 11:43:07,2021-08-25 11:43:07
Objection pursuant to Rule 112(2) and (3): genetically modified soybean DAS-81419-2,B9-0372/2021,1,2021-07-06,419,2021-08-25 11:43:08,2021-08-25 11:43:08
Objection pursuant to Rule 112(2) and (3): genetically modified soybean DAS-81419-2 × DAS–44406–6,B9-0373/2021,1,2021-07-06,420,2021-08-25 11:43:09,2021-08-25 11:43:09
"Objection pursuant to Rule 112(2) and (3): genetically modified maize 1507 × MIR162 × MON810 × NK603 and genetically modified maize combining two or three of the single events 1507, MIR162, MON810 and NK603",B9-0374/2021,1,2021-07-06,421,2021-08-25 11:43:10,2021-08-25 11:43:10
Objection pursuant to Rule 112(2) and (3): genetically modified maize Bt 11 (SYN-BTØ11-1),B9-0375/2021,1,2021-07-06,422,2021-08-25 11:43:11,2021-08-25 11:43:11
Protection of the European Union’s financial interests – combating fraud – annual report 2019,A9-0209/2021,1,2021-07-06,423,2021-08-25 11:43:12,2021-08-25 11:43:12
The impact on the fishing sector of offshore windfarms and other renewable energy systems,A9-0184/2021,1,2021-07-06,424,2021-08-25 11:43:13,2021-08-25 11:43:13
Connecting Europe Facility ***II,A9-0219/2021,1,2021-07-06,425,2021-08-25 11:43:14,2021-08-25 11:43:14
Measures necessary for the implementation of the Protocol on the financial consequences of the expiry of the ECSC Treaty and on the Research Fund for Coal and Steel ***,A9-0229/2021,1,2021-07-06,426,2021-08-25 11:43:15,2021-08-25 11:43:15
Managing the assets of the ECSC in liquidation and of the Research Fund for Coal and Steel *,A9-0228/2021,1,2021-07-06,427,2021-08-25 11:43:16,2021-08-25 11:43:16
Visa Information System (VIS): visa processing ***II,A9-0207/2021,1,2021-07-06,428,2021-08-25 11:43:17,2021-08-25 11:43:17
Visa Information System (VIS): conditions for accessing other EU information systems for VIS ***II,A9-0208/2021,1,2021-07-06,429,2021-08-25 11:43:18,2021-08-25 11:43:18
Integrated Border Management Fund: Instrument for Financial Support for Border Management and Visa Policy 2021-2027 ***II,A9-0220/2021,1,2021-07-06,430,2021-08-25 11:43:19,2021-08-25 11:43:19
Citizens’ dialogues and citizens’ participation in EU decision-making,A9-0213/2021,1,2021-07-06,431,2021-08-25 11:43:20,2021-08-25 11:43:20
EU-NATO cooperation in the context of transatlantic relations,A9-0192/2021,1,2021-07-06,432,2021-08-25 11:43:21,2021-08-25 11:43:21
Old continent growing older – possibilities and challenges related to ageing policy post-2020,A9-0194/2021,1,2021-07-06,433,2021-08-25 11:43:22,2021-08-25 11:43:22
The creation of guidelines for the application of the general regime of conditionality for the protection of the Union budget,A9-0226/2021,1,2021-07-06,434,2021-08-25 11:43:23,2021-08-25 11:43:23
EU global human rights sanctions regime (EU Magnitsky Act),B9-0371/2021,1,2021-07-06,435,2021-08-25 11:43:24,2021-08-25 11:43:24
Annual Report on the functioning of the Schengen Area,A9-0183/2021,1,2021-07-06,436,2021-08-25 11:43:25,2021-08-25 11:43:25
European Medicines Agency ***I,A9-0216/2021,1,2021-07-06,437,2021-08-25 11:43:26,2021-08-25 11:43:26
General Union Environment Action Programme to 2030 ***I,A9-0203/2021,1,2021-07-06,438,2021-08-25 11:43:27,2021-08-25 11:43:27
A new ERA for Research and Innovation,B9-0370/2021,1,2021-07-06,439,2021-08-25 11:43:28,2021-08-25 11:43:28
Numerical strength of the special committees and the committee of inquiry,B9-0414/2021,1,2021-07-06,440,2021-08-25 11:43:29,2021-08-25 11:43:29
The case of Ahmadreza Djalali in Iran,B9-0381/2021,1,2021-07-06,441,2021-08-25 11:43:30,2021-08-25 11:43:30
"Hong Kong, notably the case of Apple Daily",B9-0384/2021,1,2021-07-06,442,2021-08-25 11:43:30,2021-08-25 11:43:30
"The death penalty in Saudi Arabia, notably the cases of Mustafa Hashem al-Darwish and Abdullah al-Howaiti",B9-0392/2021,1,2021-07-06,443,2021-08-25 11:43:31,2021-08-25 11:43:31
Review of the macroeconomic legislative framework,A9-0212/2021,1,2021-07-06,444,2021-08-25 11:43:32,2021-08-25 11:43:32
Situation in Nicaragua,B9-0400/2021,1,2021-07-06,445,2021-08-25 11:43:33,2021-08-25 11:43:33
"The repression of the opposition in Turkey, specifically HDP",B9-0406/2021,1,2021-07-06,446,2021-08-25 11:43:34,2021-08-25 11:43:34
Establishment of Antarctic Marine Protected Areas (MPAs) and the conservation of Southern Ocean biodiversity,B9-0369/2021,1,2021-07-06,447,2021-08-25 11:43:35,2021-08-25 11:43:35
Breaches of EU law and of the rights of LGBTIQ citizens in Hungary as a result of the adopted legal changes in the Hungarian Parliament,B9-0412/2021,1,2021-07-06,448,2021-08-25 11:43:36,2021-08-25 11:43:36